corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents
ctb,ABC19980108.1830.0711.tml,1,0,ctb_ABC19980108.1830.0711.tml_1_0,The financial assistance from the World Bank and the International Monetary Fund are not helping.,The financial <ARG0>assistance</ARG0> from the World Bank and the International Monetary Fund are not <ARG1>helping</ARG1>.,0,0,,1
ctb,ABC19980108.1830.0711.tml,2,0,ctb_ABC19980108.1830.0711.tml_2_0,"In the last twenty four hours, the value of the Indonesian stock market has fallen by twelve percent.","In <ARG0>the last twenty four hours</ARG0>, the value of the Indonesian stock market has <ARG1>fallen</ARG1> by twelve percent.",0,0,,1
ctb,ABC19980108.1830.0711.tml,2;4,0,ctb_ABC19980108.1830.0711.tml_2;4_0,"In the last twenty four hours, the value of the Indonesian stock market has fallen by twelve percent. In Singapore, stocks hit a five year low.","In <ARG0>the last twenty four hours</ARG0>, the value of the Indonesian stock market has fallen by twelve percent. In Singapore, stocks <ARG1>hit</ARG1> a five year low.",0,0,"In the last twenty four hours, the value of the Indonesian stock market has fallen by twelve percent. The Indonesian currency has lost twenty six percent of its value. In Singapore, stocks hit a five year low.",3
ctb,ABC19980108.1830.0711.tml,2;3,0,ctb_ABC19980108.1830.0711.tml_2;3_0,"In the last twenty four hours, the value of the Indonesian stock market has fallen by twelve percent. The Indonesian currency has lost twenty six percent of its value.","In <ARG1>the last twenty four hours</ARG1>, the value of the Indonesian stock market has fallen by twelve percent. The Indonesian currency has <ARG0>lost</ARG0> twenty six percent of its value.",0,0,,2
ctb,ABC19980108.1830.0711.tml,10,0,ctb_ABC19980108.1830.0711.tml_10_0,"So when Wong Kwan spent seventy million dollars for this house, he thought it was a great deal.","So when Wong Kwan <ARG1>spent</ARG1> seventy million dollars for this house, he <ARG0>thought</ARG0> it was a great deal.",0,0,,1
ctb,ABC19980108.1830.0711.tml,10;11,0,ctb_ABC19980108.1830.0711.tml_10;11_0,"So when Wong Kwan spent seventy million dollars for this house, he thought it was a great deal. He sold the property to five buyers and said he 'd double his money.","So when Wong Kwan <ARG1>spent</ARG1> seventy million dollars for this house, he thought it was a great deal. He <ARG0>sold</ARG0> the property to five buyers and said he 'd double his money.",0,0,,2
ctb,ABC19980108.1830.0711.tml,11,0,ctb_ABC19980108.1830.0711.tml_11_0,He sold the property to five buyers and said he 'd double his money.,He <ARG1>sold</ARG1> the property to five buyers and <ARG0>said</ARG0> he 'd double his money.,0,0,,1
ctb,ABC19980108.1830.0711.tml,13,0,ctb_ABC19980108.1830.0711.tml_13_0,"Now with new construction under way, three of his buyers have backed out.","Now with new <ARG0>construction</ARG0> under way, three of his buyers have <ARG1>backed</ARG1> out.",0,0,,1
ctb,ABC19980108.1830.0711.tml,18,0,ctb_ABC19980108.1830.0711.tml_18_0,"She estimates her properties, worth a hundred thirty million dollars in October, are worth only half that now.","She estimates her properties, <ARG0>worth</ARG0> a hundred thirty million dollars in <ARG1>October</ARG1>, are worth only half that now.",0,0,,1
ctb,ABC19980108.1830.0711.tml,18,1,ctb_ABC19980108.1830.0711.tml_18_1,"She estimates her properties, worth a hundred thirty million dollars in October, are worth only half that now.","She estimates her properties, worth a hundred thirty million dollars in October, are <ARG0>worth</ARG0> only half that <ARG1>now</ARG1>.",0,0,,1
